idx,orig_idx,question,transformation_type,intensity
val_Spatial_Relation_21_masking1,val_Spatial_Relation_21,Is the dining table under the cat?,masking,6
val_Spatial_Relation_21_masking2,val_Spatial_Relation_21,Is the dining table under the cat?,masking,8
val_Spatial_Relation_21_rotate1,val_Spatial_Relation_21,Is the dining table under the cat?,rotate,7
val_Spatial_Relation_21_rotate2,val_Spatial_Relation_21,Is the dining table under the cat?,rotate,4
val_Spatial_Relation_21_shift1,val_Spatial_Relation_21,Is the dining table under the cat?,shift,7
val_Spatial_Relation_21_shift2,val_Spatial_Relation_21,Is the dining table under the cat?,shift,4
val_Spatial_Relation_21_bw1,val_Spatial_Relation_21,Is the dining table under the cat?,bw,NA
val_Spatial_Relation_21_bw2,val_Spatial_Relation_21,Is the dining table under the cat?,bw,NA
val_Spatial_Relation_22_contrast1,val_Spatial_Relation_22,Is the pizza touching the person?,contrast,6
val_Spatial_Relation_22_contrast2,val_Spatial_Relation_22,Is the pizza touching the person?,contrast,5
val_Spatial_Relation_22_blur1,val_Spatial_Relation_22,Is the pizza touching the person?,blur,6
val_Spatial_Relation_22_blur2,val_Spatial_Relation_22,Is the pizza touching the person?,blur,5
val_Spatial_Relation_22_noise1,val_Spatial_Relation_22,Is the pizza touching the person?,noise,10
val_Spatial_Relation_22_noise2,val_Spatial_Relation_22,Is the pizza touching the person?,noise,9
val_Spatial_Relation_22_masking1,val_Spatial_Relation_22,Is the pizza touching the person?,masking,10
val_Spatial_Relation_22_masking2,val_Spatial_Relation_22,Is the pizza touching the person?,masking,9
val_Spatial_Relation_22_rotate1,val_Spatial_Relation_22,Is the pizza touching the person?,rotate,6
val_Spatial_Relation_22_rotate2,val_Spatial_Relation_22,Is the pizza touching the person?,rotate,5
val_Spatial_Relation_22_shift1,val_Spatial_Relation_22,Is the pizza touching the person?,shift,6
val_Spatial_Relation_22_shift2,val_Spatial_Relation_22,Is the pizza touching the person?,shift,5
val_Spatial_Relation_22_bw1,val_Spatial_Relation_22,Is the pizza touching the person?,bw,NA
val_Spatial_Relation_22_bw2,val_Spatial_Relation_22,Is the pizza touching the person?,bw,NA
val_Spatial_Relation_23_contrast1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,contrast,4
val_Spatial_Relation_23_contrast2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,contrast,5
val_Spatial_Relation_23_blur1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,blur,4
val_Spatial_Relation_23_blur2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,blur,5
val_Spatial_Relation_23_noise1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,noise,5
val_Spatial_Relation_23_noise2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,noise,6
val_Spatial_Relation_23_masking1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,masking,5
val_Spatial_Relation_23_masking2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,masking,6
val_Spatial_Relation_23_rotate1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,rotate,4
val_Spatial_Relation_23_rotate2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,rotate,5
val_Spatial_Relation_23_shift1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,shift,4
val_Spatial_Relation_23_shift2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,shift,5
val_Spatial_Relation_23_bw1,val_Spatial_Relation_23,Is the umbrella on top of the cat?,bw,NA
val_Spatial_Relation_23_bw2,val_Spatial_Relation_23,Is the umbrella on top of the cat?,bw,NA
val_Spatial_Relation_24_contrast1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,contrast,3
val_Spatial_Relation_24_contrast2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,contrast,5
val_Spatial_Relation_24_blur1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,blur,3
val_Spatial_Relation_24_blur2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,blur,5
val_Spatial_Relation_24_noise1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,noise,8
val_Spatial_Relation_24_noise2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,noise,7
val_Spatial_Relation_24_masking1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,masking,8
val_Spatial_Relation_24_masking2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,masking,7
val_Spatial_Relation_24_rotate1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,rotate,3
val_Spatial_Relation_24_rotate2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,rotate,5
val_Spatial_Relation_24_shift1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,shift,3
val_Spatial_Relation_24_shift2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,shift,5
val_Spatial_Relation_24_bw1,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,bw,NA
val_Spatial_Relation_24_bw2,val_Spatial_Relation_24,Is the cat surrounding the teddy bear?,bw,NA
val_Spatial_Relation_25_contrast1,val_Spatial_Relation_25,Is the sheep outside the bottle?,contrast,3
val_Spatial_Relation_25_contrast2,val_Spatial_Relation_25,Is the sheep outside the bottle?,contrast,4
val_Spatial_Relation_25_blur1,val_Spatial_Relation_25,Is the sheep outside the bottle?,blur,3
val_Spatial_Relation_25_blur2,val_Spatial_Relation_25,Is the sheep outside the bottle?,blur,4
val_Spatial_Relation_25_noise1,val_Spatial_Relation_25,Is the sheep outside the bottle?,noise,9
val_Spatial_Relation_25_noise2,val_Spatial_Relation_25,Is the sheep outside the bottle?,noise,7
val_Spatial_Relation_25_masking1,val_Spatial_Relation_25,Is the sheep outside the bottle?,masking,9
val_Spatial_Relation_25_masking2,val_Spatial_Relation_25,Is the sheep outside the bottle?,masking,7
val_Spatial_Relation_25_rotate1,val_Spatial_Relation_25,Is the sheep outside the bottle?,rotate,3
val_Spatial_Relation_25_rotate2,val_Spatial_Relation_25,Is the sheep outside the bottle?,rotate,4
val_Spatial_Relation_25_shift1,val_Spatial_Relation_25,Is the sheep outside the bottle?,shift,3
val_Spatial_Relation_25_shift2,val_Spatial_Relation_25,Is the sheep outside the bottle?,shift,4
val_Spatial_Relation_25_bw1,val_Spatial_Relation_25,Is the sheep outside the bottle?,bw,NA
val_Spatial_Relation_25_bw2,val_Spatial_Relation_25,Is the sheep outside the bottle?,bw,NA
val_Spatial_Relation_26_contrast1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,contrast,4
val_Spatial_Relation_26_contrast2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,contrast,6
val_Spatial_Relation_26_blur1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,blur,4
val_Spatial_Relation_26_blur2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,blur,6
val_Spatial_Relation_26_noise1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,noise,8
val_Spatial_Relation_26_noise2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,noise,10
val_Spatial_Relation_26_masking1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,masking,8
val_Spatial_Relation_26_masking2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,masking,10
val_Spatial_Relation_26_rotate1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,rotate,4
val_Spatial_Relation_26_rotate2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,rotate,6
val_Spatial_Relation_26_shift1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,shift,4
val_Spatial_Relation_26_shift2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,shift,6
val_Spatial_Relation_26_bw1,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,bw,NA
val_Spatial_Relation_26_bw2,val_Spatial_Relation_26,Is the motorcycle at the left side of the train?,bw,NA
val_Spatial_Relation_27_contrast1,val_Spatial_Relation_27,Is the truck inside the dog?,contrast,4
val_Spatial_Relation_27_contrast2,val_Spatial_Relation_27,Is the truck inside the dog?,contrast,5
val_Spatial_Relation_27_blur1,val_Spatial_Relation_27,Is the truck inside the dog?,blur,4
val_Spatial_Relation_27_blur2,val_Spatial_Relation_27,Is the truck inside the dog?,blur,5
val_Spatial_Relation_27_noise1,val_Spatial_Relation_27,Is the truck inside the dog?,noise,6
val_Spatial_Relation_27_noise2,val_Spatial_Relation_27,Is the truck inside the dog?,noise,10
val_Spatial_Relation_27_masking1,val_Spatial_Relation_27,Is the truck inside the dog?,masking,6
val_Spatial_Relation_27_masking2,val_Spatial_Relation_27,Is the truck inside the dog?,masking,10
val_Spatial_Relation_27_rotate1,val_Spatial_Relation_27,Is the truck inside the dog?,rotate,4
val_Spatial_Relation_27_rotate2,val_Spatial_Relation_27,Is the truck inside the dog?,rotate,5
val_Spatial_Relation_27_shift1,val_Spatial_Relation_27,Is the truck inside the dog?,shift,4
val_Spatial_Relation_27_shift2,val_Spatial_Relation_27,Is the truck inside the dog?,shift,5
val_Spatial_Relation_27_bw1,val_Spatial_Relation_27,Is the truck inside the dog?,bw,NA
val_Spatial_Relation_27_bw2,val_Spatial_Relation_27,Is the truck inside the dog?,bw,NA
val_Spatial_Relation_28_contrast1,val_Spatial_Relation_28,Is the person facing away from the horse?,contrast,8
val_Spatial_Relation_28_contrast2,val_Spatial_Relation_28,Is the person facing away from the horse?,contrast,7
val_Spatial_Relation_28_blur1,val_Spatial_Relation_28,Is the person facing away from the horse?,blur,8
val_Spatial_Relation_28_blur2,val_Spatial_Relation_28,Is the person facing away from the horse?,blur,7
val_Spatial_Relation_28_noise1,val_Spatial_Relation_28,Is the person facing away from the horse?,noise,9
val_Spatial_Relation_28_noise2,val_Spatial_Relation_28,Is the person facing away from the horse?,noise,7
val_Spatial_Relation_28_masking1,val_Spatial_Relation_28,Is the person facing away from the horse?,masking,9
val_Spatial_Relation_28_masking2,val_Spatial_Relation_28,Is the person facing away from the horse?,masking,7
val_Spatial_Relation_28_rotate1,val_Spatial_Relation_28,Is the person facing away from the horse?,rotate,8
val_Spatial_Relation_28_rotate2,val_Spatial_Relation_28,Is the person facing away from the horse?,rotate,7
val_Spatial_Relation_28_shift1,val_Spatial_Relation_28,Is the person facing away from the horse?,shift,8
val_Spatial_Relation_28_shift2,val_Spatial_Relation_28,Is the person facing away from the horse?,shift,7
val_Spatial_Relation_28_bw1,val_Spatial_Relation_28,Is the person facing away from the horse?,bw,NA
val_Spatial_Relation_28_bw2,val_Spatial_Relation_28,Is the person facing away from the horse?,bw,NA
val_Spatial_Relation_29_contrast1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,contrast,8
val_Spatial_Relation_29_contrast2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,contrast,7
val_Spatial_Relation_29_blur1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,blur,8
val_Spatial_Relation_29_blur2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,blur,7
val_Spatial_Relation_29_noise1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,noise,8
val_Spatial_Relation_29_noise2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,noise,9
val_Spatial_Relation_29_masking1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,masking,8
val_Spatial_Relation_29_masking2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,masking,9
val_Spatial_Relation_29_rotate1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,rotate,8
val_Spatial_Relation_29_rotate2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,rotate,7
val_Spatial_Relation_29_shift1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,shift,8
val_Spatial_Relation_29_shift2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,shift,7
val_Spatial_Relation_29_bw1,val_Spatial_Relation_29,Is the cat facing the teddy bear?,bw,NA
val_Spatial_Relation_29_bw2,val_Spatial_Relation_29,Is the cat facing the teddy bear?,bw,NA
val_Spatial_Relation_30_contrast1,val_Spatial_Relation_30,Does the car contain the donut?,contrast,6
val_Spatial_Relation_30_contrast2,val_Spatial_Relation_30,Does the car contain the donut?,contrast,5
val_Spatial_Relation_30_blur1,val_Spatial_Relation_30,Does the car contain the donut?,blur,6
val_Spatial_Relation_30_blur2,val_Spatial_Relation_30,Does the car contain the donut?,blur,5
val_Spatial_Relation_30_noise1,val_Spatial_Relation_30,Does the car contain the donut?,noise,6
val_Spatial_Relation_30_noise2,val_Spatial_Relation_30,Does the car contain the donut?,noise,10
val_Spatial_Relation_30_masking1,val_Spatial_Relation_30,Does the car contain the donut?,masking,6
val_Spatial_Relation_30_masking2,val_Spatial_Relation_30,Does the car contain the donut?,masking,10
val_Spatial_Relation_30_rotate1,val_Spatial_Relation_30,Does the car contain the donut?,rotate,6
val_Spatial_Relation_30_rotate2,val_Spatial_Relation_30,Does the car contain the donut?,rotate,5
val_Spatial_Relation_30_shift1,val_Spatial_Relation_30,Does the car contain the donut?,shift,6
val_Spatial_Relation_30_shift2,val_Spatial_Relation_30,Does the car contain the donut?,shift,5
val_Spatial_Relation_30_bw1,val_Spatial_Relation_30,Does the car contain the donut?,bw,NA
val_Spatial_Relation_30_bw2,val_Spatial_Relation_30,Does the car contain the donut?,bw,NA
val_Spatial_Relation_31_contrast1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,contrast,7
val_Spatial_Relation_31_contrast2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,contrast,6
val_Spatial_Relation_31_blur1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,blur,7
val_Spatial_Relation_31_blur2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,blur,6
val_Spatial_Relation_31_noise1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,noise,5
val_Spatial_Relation_31_noise2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,noise,10
val_Spatial_Relation_31_masking1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,masking,5
val_Spatial_Relation_31_masking2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,masking,10
val_Spatial_Relation_31_rotate1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,rotate,7
val_Spatial_Relation_31_rotate2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,rotate,6
val_Spatial_Relation_31_shift1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,shift,7
val_Spatial_Relation_31_shift2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,shift,6
val_Spatial_Relation_31_bw1,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,bw,NA
val_Spatial_Relation_31_bw2,val_Spatial_Relation_31,Is the airplane far away from the bicycle?,bw,NA
val_Spatial_Relation_32_contrast1,val_Spatial_Relation_32,Is the surfboard left of the bed?,contrast,3
val_Spatial_Relation_32_contrast2,val_Spatial_Relation_32,Is the surfboard left of the bed?,contrast,4
val_Spatial_Relation_32_blur1,val_Spatial_Relation_32,Is the surfboard left of the bed?,blur,3
val_Spatial_Relation_32_blur2,val_Spatial_Relation_32,Is the surfboard left of the bed?,blur,4
val_Spatial_Relation_32_noise1,val_Spatial_Relation_32,Is the surfboard left of the bed?,noise,10
val_Spatial_Relation_32_noise2,val_Spatial_Relation_32,Is the surfboard left of the bed?,noise,6
val_Spatial_Relation_32_masking1,val_Spatial_Relation_32,Is the surfboard left of the bed?,masking,10
val_Spatial_Relation_32_masking2,val_Spatial_Relation_32,Is the surfboard left of the bed?,masking,6
val_Spatial_Relation_32_rotate1,val_Spatial_Relation_32,Is the surfboard left of the bed?,rotate,3
val_Spatial_Relation_32_rotate2,val_Spatial_Relation_32,Is the surfboard left of the bed?,rotate,4
val_Spatial_Relation_32_shift1,val_Spatial_Relation_32,Is the surfboard left of the bed?,shift,3
val_Spatial_Relation_32_shift2,val_Spatial_Relation_32,Is the surfboard left of the bed?,shift,4
val_Spatial_Relation_32_bw1,val_Spatial_Relation_32,Is the surfboard left of the bed?,bw,NA
val_Spatial_Relation_32_bw2,val_Spatial_Relation_32,Is the surfboard left of the bed?,bw,NA
val_Spatial_Relation_33_contrast1,val_Spatial_Relation_33,Is the car alongside the bus?,contrast,8
val_Spatial_Relation_33_contrast2,val_Spatial_Relation_33,Is the car alongside the bus?,contrast,6
val_Spatial_Relation_33_blur1,val_Spatial_Relation_33,Is the car alongside the bus?,blur,8
val_Spatial_Relation_33_blur2,val_Spatial_Relation_33,Is the car alongside the bus?,blur,6
